1,SENTENCE,LOW,NUM1,나
2,SENTENCE,LOW,NUM1,너
3,SENTENCE,LOW,NUM1,우리
4,SENTENCE,LOW,NUM1,아버지
5,SENTENCE,LOW,NUM1,어머니
6,SENTENCE,LOW,NUM1,아기
7,SENTENCE,LOW,NUM1,가족
8,SENTENCE,LOW,NUM1,우리는
9,SENTENCE,LOW,NUM1,하나
10,SENTENCE,LOW,NUM1,선생님
11,SENTENCE,LOW,NUM2,정다운
12,SENTENCE,LOW,NUM2,내 친구
13,SENTENCE,LOW,NUM2,고마우신
14,SENTENCE,LOW,NUM2,학교
15,SENTENCE,LOW,NUM2,즐거운
16,SENTENCE,LOW,NUM2,모두 모여
17,SENTENCE,LOW,NUM2,우리는 하나
18,SENTENCE,LOW,NUM2,거미
19,SENTENCE,LOW,NUM2,나무
20,SENTENCE,LOW,NUM2,나비
21,SENTENCE,LOW,NUM3,노루
22,SENTENCE,LOW,NUM3,너구리
23,SENTENCE,LOW,NUM3,바나나
24,SENTENCE,LOW,NUM3,고추
25,SENTENCE,LOW,NUM3,오리
26,SENTENCE,LOW,NUM3,하마
27,SENTENCE,LOW,NUM3,고구마
28,SENTENCE,LOW,NUM3,다리미
29,SENTENCE,LOW,NUM3,피아노
30,SENTENCE,LOW,NUM3,그림
31,SENTENCE,LOW,NUM4,나의 꿈
32,SENTENCE,LOW,NUM4,어머니께
33,SENTENCE,LOW,NUM4,그림을
34,SENTENCE,LOW,NUM4,잘 그립니다.
35,SENTENCE,LOW,NUM4,화가가
36,SENTENCE,LOW,NUM4,되고 싶습니다.
37,SENTENCE,LOW,NUM4,피아노를
38,SENTENCE,LOW,NUM4,칩니다.
39,SENTENCE,LOW,NUM4,낱말을
40,SENTENCE,LOW,NUM4,인사를 합니다.
41,SENTENCE,LOW,NUM5,방글방글
42,SENTENCE,LOW,NUM5,히죽히죽
43,SENTENCE,LOW,NUM5,방긋방긋
44,SENTENCE,LOW,NUM5,춤을 추어요
45,SENTENCE,LOW,NUM5,고래를 끄덕끄덕
46,SENTENCE,LOW,NUM5,어깨를 으쓱으쓱
47,SENTENCE,LOW,NUM5,엉덩이를 흔들흔들
48,SENTENCE,LOW,NUM5,덩실덩실
49,SENTENCE,LOW,NUM5,신나게
50,SENTENCE,LOW,NUM5,바꾸어 봅시다.
51,SENTENCE,MIDDLE,NUM1,도망을 칩니다.
52,SENTENCE,MIDDLE,NUM1,쫓아가며
53,SENTENCE,MIDDLE,NUM1,침을 쏘아 댑니다.
54,SENTENCE,MIDDLE,NUM1,깡충깡충
55,SENTENCE,MIDDLE,NUM1,오릅니다.
56,SENTENCE,MIDDLE,NUM1,소리 내어 웁니다.
57,SENTENCE,MIDDLE,NUM1,심심해서 그랬어요.
58,SENTENCE,MIDDLE,NUM1,오후입니다.
59,SENTENCE,MIDDLE,NUM1,밭을 매러
60,SENTENCE,MIDDLE,NUM1,철이가 혼자서
61,SENTENCE,MIDDLE,NUM2,눈부터 생글생글
62,SENTENCE,MIDDLE,NUM2,대답하지요
63,SENTENCE,MIDDLE,NUM2,비눗방울 날아라
64,SENTENCE,MIDDLE,NUM2,어떻게 해
65,SENTENCE,MIDDLE,NUM2,구름까지 올라라
66,SENTENCE,MIDDLE,NUM2,웃으셨습니다. 
67,SENTENCE,MIDDLE,NUM2,지붕 위에
68,SENTENCE,MIDDLE,NUM2,흔들어 깨우셨습니다.
69,SENTENCE,MIDDLE,NUM2,잠을 자려고
70,SENTENCE,MIDDLE,NUM2,누웠습니다.
71,SENTENCE,MIDDLE,NUM3,치울 수가
72,SENTENCE,MIDDLE,NUM3,햇볕이 따스한
73,SENTENCE,MIDDLE,NUM3,휘파람을 불어서
74,SENTENCE,MIDDLE,NUM3,휙 불었습니다.
75,SENTENCE,MIDDLE,NUM3,나타났습니다.
76,SENTENCE,MIDDLE,NUM3,힘을 합쳐
77,SENTENCE,MIDDLE,NUM3,입구에 쌓인
78,SENTENCE,MIDDLE,NUM3,치웠습니다.
79,SENTENCE,MIDDLE,NUM3,보였습니다.
80,SENTENCE,MIDDLE,NUM3,쏟아져 나왔습니다.
81,SENTENCE,MIDDLE,NUM4,체조를 합니다.
82,SENTENCE,MIDDLE,NUM4,축구를 합니다.
83,SENTENCE,MIDDLE,NUM4,열심히 하는 것이
84,SENTENCE,MIDDLE,NUM4,좋다고 생각합니다.
85,SENTENCE,MIDDLE,NUM4,생각을 썼습니다.
86,SENTENCE,MIDDLE,NUM4,글쓴이의 의견은
87,SENTENCE,MIDDLE,NUM4,냇가에 갔습니다.
88,SENTENCE,MIDDLE,NUM4,이사를 간 물고기
89,SENTENCE,MIDDLE,NUM4,일요일 아침
90,SENTENCE,MIDDLE,NUM4,교향 마을인
91,SENTENCE,MIDDLE,NUM5,볼 수 있다는
92,SENTENCE,MIDDLE,NUM5,기뻤습니다.
93,SENTENCE,MIDDLE,NUM5,어떻게 해야 할지
94,SENTENCE,MIDDLE,NUM5,향하였습니다.
95,SENTENCE,MIDDLE,NUM5,길가의 꽃들이
96,SENTENCE,MIDDLE,NUM5,방긋방긋 인사를
97,SENTENCE,MIDDLE,NUM5,다다랐을 때였습니다.
98,SENTENCE,MIDDLE,NUM5,냄새가 났습니다.
99,SENTENCE,MIDDLE,NUM5,송이버섯 곁으로
100,SENTENCE,MIDDLE,NUM5,이렇게 되었지?
101,SENTENCE,TOP,NUM1,개미를 위로하였습니다.
102,SENTENCE,TOP,NUM1,며칠이 지난 어느 날
103,SENTENCE,TOP,NUM1,쨍쨍 내리쬐는
104,SENTENCE,TOP,NUM1,햇볕을 가려 주었습니다.
105,SENTENCE,TOP,NUM1,둥그런 박이 있었습니다.
106,SENTENCE,TOP,NUM1,얌전히 앉아 있었습니다.
107,SENTENCE,TOP,NUM1,없었습니다. 
108,SENTENCE,TOP,NUM1,괘종시계야
109,SENTENCE,TOP,NUM1,모양을 닮아 갔습니다.
110,SENTENCE,TOP,NUM1,얼굴을 내밀었습니다.
111,SENTENCE,TOP,NUM2,사과하고 싶은 마음
112,SENTENCE,TOP,NUM2,없어졌습니다.
113,SENTENCE,TOP,NUM2,상수가 얄미웠습니다.
114,SENTENCE,TOP,NUM2,알맞게 띄어 읽습니다.
115,SENTENCE,TOP,NUM2,줄을 마구 그었습니다.
116,SENTENCE,TOP,NUM2,모르고 그랬는데
117,SENTENCE,TOP,NUM2,어떻게 해
118,SENTENCE,TOP,NUM2,엉망이 되었잖아
119,SENTENCE,TOP,NUM2,시원한 바다가 되었어
120,SENTENCE,TOP,NUM2,이튿날 아침이 되었습니다.
121,SENTENCE,TOP,NUM3,갇혀 있었다고?
122,SENTENCE,TOP,NUM3,문고리를 걸어 잠근다.
123,SENTENCE,TOP,NUM3,시소를 신나게 탔다.
124,SENTENCE,TOP,NUM3,그런데 이게 웬일입니까?
125,SENTENCE,TOP,NUM3,젊은이로 변한 할아버지가
126,SENTENCE,TOP,NUM3,이튿날 할아버지는
127,SENTENCE,TOP,NUM3,싫어하는 까닭을
128,SENTENCE,TOP,NUM3,아기를 데려다 길렀습니다.
129,SENTENCE,TOP,NUM3,오랜 시간 비를 맞아
130,SENTENCE,TOP,NUM3,시원하고 달콤하였다
131,SENTENCE,TOP,NUM4,어디 다치지는 않았는가?
132,SENTENCE,TOP,NUM4,다치진 않았네
133,SENTENCE,TOP,NUM4,노란색 보따리 하나를
134,SENTENCE,TOP,NUM4,아무 말도 하지 않은 채
135,SENTENCE,TOP,NUM4,알아맞혀 보게나
136,SENTENCE,TOP,NUM4,만지작거리며 말하였습니다.
137,SENTENCE,TOP,NUM4,눈이 휘둥그레지며
138,SENTENCE,TOP,NUM4,보따리 째로 흔들며
139,SENTENCE,TOP,NUM4,밭에서 즐겁게
140,SENTENCE,TOP,NUM4,무릎을 탁 치며
141,SENTENCE,TOP,NUM5,서까래를 만들고
142,SENTENCE,TOP,NUM5,갖가지 모양으로 깎을 수도
143,SENTENCE,TOP,NUM5,멋진 무늬도 새길 수
144,SENTENCE,TOP,NUM5,껍질이나 잎을 사용합니다.
145,SENTENCE,TOP,NUM5,차로 끓여 마십니다.
146,SENTENCE,TOP,NUM5,둥글납작하게 부쳐서
147,SENTENCE,TOP,NUM5,삼짇날에는 진달래 화채도
148,SENTENCE,TOP,NUM5,그뿐만 아니라 꽃잎에 묻어
149,SENTENCE,TOP,NUM5,빈둥거리는 것만 좋아
150,SENTENCE,TOP,NUM5,후회할 땐 이미 늦어요.
